Start Time,Average of Latency(ms)
1717638251160,60
1717638251161,60
1717638251162,59
1717638251163,56.30434783
1717638251164,58
1717638251183,39
1717638251218,27
1717638251219,26.4
1717638251220,36.14285714
1717638251221,24.85714286
1717638251222,25
1717638251223,23.75
1717638251245,21
1717638251246,30
1717638251247,64.66666667
1717638251248,64.5
1717638251266,46
1717638251274,38
1717638251311,23
1717638251312,26.32
1717638251313,21
1717638251317,24
1717638251334,23.57142857
1717638251338,26.84210526
1717638251340,31.5
1717638251341,32.75
1717638251354,27
1717638251358,32
1717638251359,30.66666667
1717638251360,29.75
1717638251371,32.58333333
1717638251372,33.5
1717638251381,31.5
1717638251389,39
1717638251390,38.76923077
1717638251401,47.66666667
1717638251402,47
1717638251404,45
1717638251405,44
1717638251406,43
1717638251409,39
1717638251416,79
1717638251426,61
1717638251429,59.28571429
1717638251448,39.5
1717638251449,41.69230769
1717638251487,25.5
1717638251488,30.36842105
1717638251495,29.28571429
1717638251512,22
1717638251513,29.875
1717638251514,26
1717638251519,29
1717638251520,29.5
1717638251525,28.33333333
1717638251534,26.33333333
1717638251538,24.71428571
1717638251539,28
1717638251544,23
1717638251548,30.57142857
1717638251550,31.8
1717638251554,35
1717638251556,48
1717638251561,43
1717638251562,39
1717638251563,35
1717638251564,40
1717638251567,37
1717638251576,30
1717638251579,27
1717638251580,27.375
1717638251589,40
1717638251604,26.71428571
1717638251606,28.71428571
1717638251607,28
1717638251613,22
1717638251626,29.4
1717638251634,28.875
1717638251635,25.14285714
1717638251655,26.77777778
1717638251658,24.75
1717638251659,31.18181818
1717638251663,23.5
1717638251669,27
1717638251681,20
1717638251682,24.2
1717638251683,32.27272727
1717638251684,28.25
1717638251689,35
1717638251696,38
1717638251701,35.71428571
1717638251711,35.5
1717638251712,36.71428571
1717638251714,35
1717638251715,36
1717638251724,25
1717638251728,30
1717638251735,29.5
1717638251739,105
1717638251740,107.5
1717638251745,106
1717638251748,97.75
1717638251749,102
1717638251751,107
1717638251763,95
1717638251766,92
1717638251844,79.94444444
1717638251858,68.57142857
1717638251923,22
1717638251924,22.29411765
1717638251925,28.28571429
1717638251928,28
1717638251932,31
1717638251935,34
1717638251945,25
1717638251946,33.6
1717638251948,29.16666667
1717638251949,43.33333333
1717638251957,38.2
1717638251963,33
1717638251969,34
1717638251970,34
1717638251971,45
1717638251972,23
1717638251973,22
1717638251979,37.25
1717638251980,36.14285714
1717638251995,88.85714286
1717638251996,85.66666667
1717638251998,78.8
1717638252016,63.21428571
1717638252017,64.66666667
1717638252076,39
1717638252077,29
1717638252078,34.66666667
1717638252079,32.25
1717638252081,28
1717638252082,34.25
1717638252085,35
1717638252105,24
1717638252106,32.42857143
1717638252107,40
1717638252108,25
1717638252111,35
1717638252116,39.2
1717638252117,29
1717638252120,24.5
1717638252125,29.375
1717638252133,28.4
1717638252138,25
1717638252141,57.5
1717638252146,32
1717638252148,31
1717638252152,34
1717638252153,36
1717638252155,34.75
1717638252161,31
1717638252163,37.16666667
1717638252165,44
1717638252176,37.66666667
1717638252179,37.5
1717638252183,34.6
1717638252189,36
1717638252192,37.77777778
1717638252193,28
1717638252197,38.25
1717638252206,29
1717638252207,21
1717638252208,26.75
1717638252212,40.25
1717638252221,32.16666667
1717638252225,27
1717638252228,24.375
1717638252230,54.5
1717638252235,35.25
1717638252238,35.66666667
1717638252241,34.66666667
1717638252245,19
1717638252248,31
1717638252252,36.4
1717638252253,25
1717638252256,34.77777778
1717638252258,49
1717638252262,24
1717638252263,20
1717638252267,36.5
1717638252268,44
1717638252274,32.5
1717638252275,32
1717638252278,42
1717638252279,27
1717638252281,41
1717638252282,33.83333333
1717638252283,28
1717638252290,28
1717638252292,33
1717638252295,43
1717638252307,29.25
1717638252311,26.33333333
1717638252312,23
1717638252313,34
1717638252314,21
1717638252318,25.16666667
1717638252319,54.5
1717638252322,33.5
1717638252323,48
1717638252325,44
1717638252331,18
1717638252335,33.45454545
1717638252342,39.85714286
1717638252344,35.5
1717638252345,60
1717638252349,34
1717638252350,55
1717638252358,29.33333333
1717638252365,22
1717638252367,25.83333333
1717638252369,27
1717638252370,53
1717638252371,52
1717638252375,20
1717638252376,29
1717638252378,27
1717638252379,26
1717638252383,32.88888889
1717638252384,31
1717638252387,32
1717638252392,35
1717638252395,32
1717638252396,62.5
1717638252405,42.81818182
1717638252415,38.5
1717638252423,40.75
1717638252427,27.8
1717638252428,19
1717638252432,23
1717638252437,20
1717638252438,19
1717638252439,20
1717638252447,29
1717638252448,28
1717638252451,36.33333333
1717638252454,34.33333333
1717638252455,38
1717638252456,30
1717638252457,27.4
1717638252459,27
1717638252465,36
1717638252466,20
1717638252467,40
1717638252478,34
1717638252486,35.52941176
1717638252488,39
1717638252489,38
1717638252498,31.25
1717638252500,28
1717638252501,31
1717638252509,38
1717638252514,36
1717638252516,32.33333333
1717638252517,31.5
1717638252527,23.4375
1717638252529,38.66666667
1717638252532,39
1717638252543,19
1717638252547,33.6
1717638252549,34.8
1717638252550,38.5
1717638252554,60.5
1717638252555,50.5
1717638252562,43
1717638252570,17
1717638252575,49
1717638252586,38.375
1717638252587,37.85714286
1717638252624,41.05
1717638252625,41.41666667
1717638252664,56.88
1717638252671,58.33333333
1717638252672,59
1717638252704,23.4
1717638252713,30
1717638252719,32
1717638252720,23
1717638252722,29.2
1717638252725,21
1717638252726,37.75
1717638252731,52
1717638252743,39.66666667
1717638252744,38.5
1717638252746,37
1717638252748,35
1717638252751,32
1717638252755,28
1717638252756,27
1717638252757,26
1717638252761,92.75
1717638252782,70
1717638252783,70.76
1717638252852,26.2
1717638252854,25.625
1717638252856,24.6
1717638252857,24.66666667
1717638252864,23
1717638252875,30
1717638252876,20
1717638252879,22.81818182
1717638252880,23.5
1717638252881,24
1717638252882,31.5
1717638252883,22
1717638252887,70
1717638252896,61
1717638252897,60
1717638252898,59
1717638252900,57
1717638252901,56
1717638252905,52.35294118
1717638252913,44
1717638252914,44
1717638252922,36
1717638252957,32.625
1717638252958,32
1717638252989,23.33333333
1717638252990,24.86956522
1717638253010,48
1717638253013,72.82352941
1717638253014,73
1717638253018,67.2
1717638253019,68
1717638253037,41
1717638253078,28
1717638253079,27
1717638253086,20
1717638253087,26.2173913
1717638253106,77.53846154
1717638253114,70.8
1717638253115,69.42857143
1717638253182,24.6
1717638253183,24.5
1717638253184,23.66666667
1717638253185,23
1717638253203,31
1717638253207,25
1717638253208,29.64
1717638253225,24
1717638253231,18
1717638253234,31.66666667
1717638253235,32.14285714
1717638253236,31.875
1717638253245,29.75
1717638253246,29
1717638253249,18
1717638253261,31
1717638253267,26.375
1717638253268,25.33333333
1717638253272,28
1717638253277,26
1717638253278,31
1717638253292,26.5
1717638253293,25.6875
1717638253294,25
1717638253300,34
1717638253309,25
1717638253315,19
1717638253318,35
1717638253319,46.33333333
1717638253334,61.83333333
1717638253353,39.83333333
1717638253360,39
1717638253361,38
1717638253363,36
1717638253364,35
1717638253383,25
1717638253384,35
1717638253388,31
1717638253392,26.25
1717638253393,26
1717638253394,25
1717638253396,25.25
1717638253399,38.35294118
1717638253408,30
1717638253416,22
1717638253419,28.44444444
1717638253421,30
1717638253422,29
1717638253437,26.27272727
1717638253438,26.625
1717638253447,28.5
1717638253451,39.4
1717638253458,26
1717638253462,44.2
1717638253465,41
1717638253477,29.85714286
1717638253484,34
1717638253493,43.5
1717638253506,25.4
1717638253507,27.57142857
1717638253518,45
1717638253530,32
1717638253532,30
1717638253533,29.16666667
1717638253540,22.57142857
1717638253562,48.31818182
1717638253563,49.7
1717638253609,44.33333333
1717638253610,43.8
1717638253612,42
1717638253613,41
1717638253653,22
1717638253654,24.60714286
1717638253672,23
1717638253675,43.5
1717638253678,42
1717638253679,41.41176471
1717638253681,40
1717638253695,85
1717638253711,67
1717638253720,58.84210526
1717638253721,58.72727273
1717638253778,26.4
1717638253779,32.41176471
1717638253780,32.4
1717638253804,25
1717638253805,24.33333333
1717638253806,23.5
1717638253809,22
1717638253810,37
1717638253811,36
1717638253813,33.81818182
1717638253829,24.16666667
1717638253830,37.5
1717638253831,36.7
1717638253846,42
1717638253847,41.3125
1717638253865,24
1717638253866,25
1717638253869,37
1717638253888,29.30769231
1717638253889,29.71428571
1717638253891,27.6
1717638253906,66.14285714
1717638253917,53.08333333
1717638253918,55
1717638253919,53.5
1717638253925,49
1717638253968,22.83333333
1717638253971,32
1717638253972,30.54545455
1717638253973,30.38461538
1717638253974,39
1717638253990,18
1717638253991,33
1717638254002,22
1717638254003,24.92307692
1717638254004,26
1717638254005,25
1717638254008,22
1717638254013,20
1717638254024,26.64285714
1717638254025,26.33333333
1717638254030,31
1717638254033,29
1717638254045,23
1717638254051,40.14285714
1717638254052,43
1717638254059,31.66666667
1717638254061,34
1717638254062,33
1717638254068,27
1717638254082,46.8
1717638254094,34.5
1717638254095,34
1717638254128,26
1717638254129,25.6
1717638254154,20.78571429
1717638254155,23.77777778
1717638254171,30
1717638254174,27
1717638254175,35
1717638254177,34.33333333
1717638254179,32.78571429
1717638254180,32
1717638254201,90.8
1717638254211,79.91666667
1717638254212,81.66666667
1717638254288,20
1717638254290,31
1717638254291,34
1717638254292,40.63636364
1717638254293,42
1717638254301,35
1717638254302,34
1717638254308,28
1717638254321,46.33333333
1717638254335,34.8
1717638254336,34.28571429
1717638254366,30.16666667
1717638254370,24
1717638254371,23
1717638254391,18.33333333
1717638254392,39
1717638254393,37
1717638254394,37.03846154
1717638254409,25
1717638254410,26
1717638254430,25.16666667
1717638254431,24.66666667
1717638254432,26.11111111
1717638254436,19.5
1717638254455,27.45454545
1717638254456,27.88235294
1717638254457,28
1717638254462,23
1717638254479,21
1717638254482,26.8
1717638254483,29.46153846
1717638254485,28.07692308
1717638254500,23
1717638254502,21
1717638254510,24
1717638254511,33.33333333
1717638254512,22
1717638254513,30.23529412
1717638254517,31
1717638254523,25
1717638254534,21
1717638254539,26
1717638254540,25.2
1717638254548,24.2
1717638254555,28.16666667
1717638254565,23.35714286
1717638254566,23
1717638254567,23
1717638254573,33
1717638254578,30.5
1717638254581,26
1717638254582,27
1717638254584,27
1717638254588,37
1717638254589,39.33333333
1717638254590,31.5
1717638254606,33.33333333
1717638254607,30
1717638254609,28
1717638254611,26.71428571
1717638254617,21.5
1717638254624,39.33333333
1717638254625,41.7
1717638254628,39
1717638254637,21.85714286
1717638254638,28.75
1717638254640,26.83333333
1717638254657,26
1717638254658,25
1717638254666,28.14285714
1717638254667,31.66666667
1717638254683,26
1717638254685,26
1717638254694,19
1717638254695,24
1717638254696,29
1717638254697,28
1717638254698,32.4
1717638254706,32
1717638254708,24.75
1717638254709,31.33333333
1717638254711,28
1717638254713,29
1717638254725,24.46153846
1717638254726,23
1717638254728,23
1717638254729,25.5
1717638254733,43
1717638254735,38
1717638254739,34
1717638254743,33.6
1717638254744,38
1717638254749,42
1717638254750,40.75
1717638254751,40
1717638254758,36
1717638254773,22.83333333
1717638254782,38
1717638254790,24
1717638254791,23.91666667
1717638254794,25.5
1717638254795,18
1717638254796,28
1717638254798,26
1717638254802,24
1717638254811,18
1717638254814,36.5
1717638254815,36.4
1717638254824,27.125
1717638254826,26
1717638254828,27
1717638254829,21
1717638254850,23.09090909
1717638254851,27.8
1717638254852,28.33333333
1717638254855,18
1717638254872,31.75
1717638254873,33.85714286
1717638254874,41
1717638254877,38
1717638254878,37
1717638254879,36
1717638254880,35.2
1717638254881,35.66666667
1717638254887,40
1717638254896,19
1717638254906,31
1717638254907,37.28571429
1717638254915,25.66666667
1717638254916,28.5
1717638254923,46
1717638254927,42
1717638254937,31.63636364
1717638254938,31
1717638254939,46
1717638254943,26
1717638254944,34.66666667
1717638254945,45.75
1717638254968,26
1717638254969,25.82352941
1717638254985,21
1717638254986,25.6
1717638254987,47.66666667
1717638254994,35.14285714
1717638254995,38.5625
1717638255006,26
1717638255007,25
1717638255008,24
1717638255014,18
1717638255017,29
1717638255019,47.66666667
1717638255023,23
1717638255031,35
1717638255032,33.95454545
1717638255046,33
1717638255051,38
1717638255066,31
1717638255067,37.11764706
1717638255079,43
1717638255089,27
1717638255097,31.88888889
1717638255098,33.90909091
1717638255100,36
1717638255116,39
1717638255117,44
1717638255128,28.5
1717638255129,29.44444444
1717638255136,34.8
1717638255153,23
1717638255156,32.30769231
1717638255157,34.5
1717638255161,37
1717638255169,32.5
1717638255172,23
1717638255178,24.33333333
1717638255188,35.4
1717638255189,35
1717638255194,30
1717638255195,32.6
1717638255201,27.71428571
1717638255203,23
1717638255205,23
1717638255223,21.5
1717638255224,27.13333333
1717638255226,21
1717638255228,28
1717638255229,27
1717638255233,34.5
1717638255244,61.33333333
1717638255245,73.66666667
1717638255246,67.57142857
1717638255247,68.90909091
1717638255256,60
1717638255261,42
1717638255263,53
1717638255269,47
1717638255302,41.66666667
1717638255303,38
1717638255315,30
1717638255316,33.45
1717638255338,41
1717638255343,36
1717638255344,34.33333333
1717638255345,33.92307692
1717638255352,28.875
1717638255353,30.83333333
1717638255378,22.6
1717638255379,22.41176471
1717638255380,88
1717638255383,32.83333333
1717638255386,38
1717638255400,34
1717638255401,32.6
1717638255402,33
1717638255406,29
1717638255408,27
1717638255411,53
1717638255424,38.2
1717638255425,44
1717638255427,32
1717638255434,31.77777778
1717638255435,32.2
1717638255459,29.5
1717638255460,27
1717638255464,29.63636364
1717638255468,28.86666667
1717638255469,29
1717638255487,24.58333333
1717638255490,35.33333333
1717638255497,37.5
1717638255498,46
1717638255511,24.5
1717638255512,22
1717638255513,34
1717638255532,23
1717638255533,22
1717638255536,41.11111111
1717638255538,27
1717638255547,43.83333333
1717638255555,33.07692308
1717638255564,22.5
1717638255565,24
1717638255566,21
1717638255586,22.5
1717638255587,22
1717638255588,23
1717638255589,23.5
1717638255591,22
1717638255598,30
1717638255608,24.66666667
1717638255609,25.33333333
1717638255610,25
1717638255613,29.7
1717638255616,33
1717638255617,26
1717638255619,30
1717638255628,38
1717638255634,32
1717638255635,35.4
1717638255636,47
1717638255642,39.5
1717638255643,46
1717638255644,39
1717638255649,46
1717638255666,28.66666667
1717638255667,34.5
1717638255680,44.6
1717638255683,30
1717638255689,24.4
1717638255700,47.14285714
1717638255701,37.125
1717638255711,31
1717638255715,25.66666667
1717638255728,29.5
1717638255732,27
1717638255734,26
1717638255743,28
1717638255744,34.6
1717638255745,50
1717638255746,49
1717638255756,30
1717638255759,31.61538462
1717638255761,44
1717638255765,30
1717638255771,34
1717638255772,33
1717638255773,32.75
1717638255780,52
1717638255783,50
1717638255792,40
1717638255793,39
1717638255794,46.5
1717638255795,49.75
1717638255805,44.57142857
1717638255806,107
1717638255832,27.86666667
1717638255833,27
1717638255835,31
1717638255838,78
1717638255842,99
1717638255851,88
1717638255852,83
1717638255854,90.66666667
1717638255861,79
1717638255862,85.42857143
1717638255866,78.66666667
1717638255916,42
1717638255935,31.66666667
1717638255940,32.33333333
1717638255941,38
1717638255944,47
1717638255952,47
1717638255964,24.66666667
1717638255966,25
1717638255972,27
1717638255974,32.28571429
1717638255975,32
1717638255977,29.16666667
1717638255979,29
1717638255981,26
1717638255986,25
1717638255987,38
1717638255991,36
1717638255999,37.58333333
1717638256002,29
1717638256007,37.9
1717638256008,53.33333333
1717638256010,41
1717638256011,20
1717638256017,34
1717638256025,29.5
1717638256029,33
1717638256031,36
1717638256032,35.66666667
1717638256037,33
1717638256040,27
1717638256041,29.66666667
1717638256043,44.5
1717638256044,46
1717638256051,36.22222222
1717638256058,42
1717638256062,28
1717638256067,40.25
1717638256068,43
1717638256070,41
1717638256071,41
1717638256075,40
1717638256080,31
1717638256085,45
1717638256090,45.66666667
1717638256100,40
1717638256106,21.5
1717638256111,28.33333333
1717638256112,28.5
1717638256115,25
1717638256124,42.25
1717638256130,37.44444444
1717638256139,36.16666667
1717638256140,30.36363636
1717638256141,32
1717638256166,18.25
1717638256167,24.625
1717638256171,30.28571429
1717638256172,18
1717638256175,42.66666667
1717638256183,31
1717638256184,43
1717638256186,40.375
1717638256188,41
1717638256189,39
1717638256190,38
1717638256191,38
1717638256194,34.33333333
1717638256202,44
1717638256212,31.4
1717638256213,54
1717638256214,28
1717638256216,18
1717638256227,34
1717638256228,33.18181818
1717638256229,39.2
1717638256234,30
1717638256236,25
1717638256240,24
1717638256242,32
1717638256246,33.16666667
1717638256254,23.25
1717638256255,26
1717638256261,37.28571429
1717638256264,23
1717638256265,21.5
1717638256266,31
1717638256267,49
1717638256270,41.25
1717638256273,18
1717638256274,41
1717638256275,22
1717638256276,29
1717638256281,38.55555556
1717638256283,22
1717638256284,21
1717638256289,27
1717638256291,42
1717638256297,33.25
1717638256305,32
1717638256315,25
1717638256316,25.42857143
1717638256321,22
1717638256327,27
1717638256328,26
1717638256329,27
1717638256332,25.5
1717638256336,24
1717638256340,28.61111111
1717638256343,67.33333333
1717638256344,68
1717638256354,55
1717638256355,56
1717638256356,52.5
1717638256360,49
1717638256364,45
1717638256370,39.66666667
1717638256371,43.54545455
1717638256408,24
1717638256409,23
1717638256411,27.28571429
1717638256412,26
1717638256432,22.33333333
1717638256434,21
1717638256438,39.85714286
1717638256446,33
1717638256449,30
1717638256452,25.25
1717638256455,31
1717638256456,30
1717638256477,33.66666667
1717638256478,33.27272727
1717638256479,33
1717638256486,26.08333333
1717638256510,20.5
1717638256511,20.75
1717638256512,22.28571429
1717638256515,22
1717638256529,37.8
1717638256532,34.85714286
1717638256533,35
1717638256534,33
1717638256535,32.66666667
1717638256536,31.5
1717638256537,32.33333333
1717638256566,27
1717638256567,29.22727273
1717638256568,29.66666667
1717638256572,26
1717638256592,31
1717638256593,30
1717638256594,29
1717638256597,29.75
1717638256598,33.14285714
1717638256623,20.55555556
1717638256624,22.5
1717638256634,46
1717638256635,55.66666667
1717638256641,48.5
1717638256643,47
1717638256644,31
1717638256645,37.27272727
1717638256651,39
1717638256660,34.66666667
1717638256666,32
1717638256689,24
1717638256690,28.16666667
1717638256691,33.2
1717638256695,35
1717638256698,32
1717638256708,26
1717638256715,96
1717638256716,95.23529412
1717638256729,83
1717638256730,81.77777778
1717638256734,78
1717638256811,36.11764706
1717638256812,37
1717638256845,33
1717638256848,30.90909091
1717638256849,30.30769231
1717638256856,24
1717638256877,20
1717638256878,19
1717638256879,31.71428571
1717638256880,33
1717638256897,31.85714286
1717638256901,28
1717638256903,26.5
1717638256911,25
1717638256913,32.10526316
1717638256914,38.5
1717638256929,23.11111111
1717638256930,46
1717638256936,40
1717638256945,31.27777778
1717638256946,33
1717638256953,26.5
1717638256959,29
1717638256975,24
1717638256976,22.8
1717638256979,31.33333333
1717638256983,31
1717638256988,43
1717638256993,24
1717638256996,35
1717638256999,32.5
1717638257000,32
1717638257001,31
1717638257011,28.85714286
1717638257014,25
1717638257017,22
1717638257031,19.33333333
1717638257032,21.23076923
1717638257039,27.4
1717638257041,28.66666667
1717638257050,34.4
1717638257051,34
1717638257053,32
1717638257057,28
1717638257061,37
1717638257067,30.53846154
1717638257075,23
1717638257082,41
1717638257085,38.86666667
1717638257097,66
1717638257098,65.8
1717638257123,40
1717638257124,39.46153846
1717638257163,23.38888889
1717638257164,24.14285714
1717638257184,24.33333333
1717638257186,22
1717638257187,21.76190476
1717638257188,61
1717638257190,26.6
1717638257208,30.38461538
1717638257209,31
1717638257211,29
1717638257216,42
1717638257217,44
1717638257237,21
1717638257238,47
1717638257239,46
1717638257240,47.42857143
1717638257249,41
1717638257258,28.28571429
1717638257264,101
1717638257282,78
1717638257285,77.70588235
1717638257289,76
1717638257290,74.7
1717638257360,22
1717638257361,24
1717638257364,27.33333333
1717638257365,31.90909091
1717638257382,24
1717638257387,27
1717638257388,26
1717638257389,25
1717638257390,25
1717638257391,24
1717638257396,49.42857143
1717638257406,39.14285714
1717638257414,32
1717638257415,31
1717638257445,58.85714286
1717638257446,59.94444444
1717638257503,25.5
1717638257504,27.69230769
1717638257505,25.63636364
1717638257508,25
1717638257529,24.75
1717638257530,24
1717638257532,47
1717638257533,47.375
1717638257553,49
1717638257554,48.5
1717638257575,28
1717638257578,26.5
1717638257579,27.13333333
1717638257602,23
1717638257603,23.22222222
1717638257606,30
1717638257607,29
1717638257624,22.16666667
1717638257626,30
1717638257627,28.875
1717638257636,66.75
1717638257646,53.2
1717638257647,50
1717638257655,40
1717638257656,43.77777778
1717638257695,19
1717638257697,28.4
1717638257700,39.5
1717638257701,38.11111111
1717638257708,34
1717638257714,26
1717638257722,28.25
1717638257725,23
1717638257739,27.25
1717638257740,28.86363636
1717638257748,27
1717638257757,18
1717638257766,23.8
1717638257767,22.94117647
1717638257769,48
1717638257770,47.5
1717638257775,39.5
1717638257784,35
1717638257789,26
1717638257790,28.95
1717638257814,26
1717638257816,24
1717638257817,23
1717638257818,27
1717638257821,30
1717638257840,45.5
1717638257844,42.625
1717638257849,38
1717638257851,36
1717638257880,26
1717638257885,21.66666667
1717638257886,24.28571429
1717638257887,27
1717638257906,32
1717638257907,31.91666667
1717638257913,36.5
1717638257914,36
1717638257915,35
1717638257938,20
1717638257939,22.54545455
1717638257950,29.29411765
1717638257957,22
1717638257962,20.54545455
1717638257979,25.5
1717638257980,24.69230769
1717638257982,87
1717638258004,63.23529412
1717638258005,64
1717638258009,63
1717638258067,45.93333333
1717638258068,45
1717638258070,44.125
1717638258072,44
1717638258112,29
1717638258113,32.55
1717638258114,34.75
1717638258116,33
1717638258142,21.33333333
1717638258145,22.71428571
1717638258146,27.08333333
1717638258149,26.55555556
1717638258150,51
1717638258163,25
1717638258164,24
1717638258165,26.5
1717638258172,23
1717638258173,24.76923077
1717638258174,25
1717638258178,30
1717638258188,35.33333333
1717638258191,18
1717638258195,38
1717638258196,37
1717638258198,35
1717638258199,33.91666667
1717638258201,32
1717638258203,30
1717638258208,33.4
1717638258209,24
1717638258232,23.5
1717638258233,23.30434783
1717638258234,57
1717638258243,56.33333333
1717638258244,47
1717638258255,36.5
1717638258256,35.04761905
1717638258257,34
1717638258260,32
1717638258291,23.85714286
1717638258292,24.66666667
1717638258314,23.58333333
1717638258315,26.375
1717638258316,36
1717638258318,43
1717638258337,42.4
1717638258338,44.2
1717638258339,46
1717638258343,42
1717638258353,32.75
1717638258354,32
1717638258361,32
1717638258379,24
1717638258381,25
1717638258382,21
1717638258383,32
1717638258384,31
1717638258386,36.69230769
1717638258400,50
1717638258406,41
1717638258415,43.71428571
1717638258422,25
1717638258423,24.66666667
1717638258425,22
1717638258447,33.96296296
1717638258449,31
1717638258459,29
1717638258477,30
1717638258478,34.06666667
1717638258479,63.5
1717638258480,68
1717638258486,62
1717638258488,63
1717638258490,61
1717638258507,34
1717638258508,35
1717638258542,25.75
1717638258544,24.57142857
1717638258548,30.44444444
1717638258551,37.5
1717638258567,31
1717638258568,37.33333333
1717638258569,34.5
1717638258572,27
1717638258576,24
1717638258578,30.33333333
1717638258579,26
1717638258587,35.5
1717638258590,46
1717638258598,35.64285714
1717638258599,35
1717638258600,34
1717638258604,30
1717638258605,39
1717638258607,37
1717638258609,42
1717638258616,28
1717638258617,45
1717638258629,20.5
1717638258634,31.1
1717638258636,32
1717638258640,26
1717638258644,40
1717638258648,32
1717638258651,53
1717638258662,34.5
1717638258663,35
1717638258666,38.0625
1717638258668,45
1717638258674,30
1717638258680,25
1717638258686,35
1717638258689,30
1717638258692,29
1717638258703,30
1717638258704,34
1717638258705,28
1717638258707,43
1717638258713,37
1717638258715,68
1717638258721,69.5
1717638258723,60
1717638258733,51.14285714
1717638258734,49
1717638258736,49.8
1717638258737,49.5
1717638258738,50.75
1717638258750,41
1717638258783,21.42857143
1717638258790,26.71428571
1717638258791,27
1717638258803,26
1717638258804,30.5
1717638258806,42.75
1717638258816,29.5
1717638258817,33.53846154
1717638258818,34
1717638258821,35
1717638258823,37
1717638258829,38
1717638258840,28.57142857
1717638258845,33
1717638258851,27
1717638258852,31
1717638258856,61
1717638258860,57
1717638258867,44.08333333
1717638258878,37.42857143
1717638258879,37.55555556
1717638258888,41
1717638258909,32
1717638258910,31
1717638258911,30
1717638258912,29.83333333
1717638258916,36.54545455
1717638258917,51.57142857
1717638258929,43
1717638258941,26.22222222
1717638258942,25.90909091
1717638258966,22.75
1717638258968,31.41666667
1717638258969,28.75
1717638258971,33
1717638258975,22
1717638258988,20
1717638258989,28.1
1717638258991,23
1717638258997,26.85714286
1717638259000,34.625
1717638259007,48
1717638259008,31.2
1717638259013,39.8
1717638259014,34.5
1717638259017,27
1717638259021,36
1717638259024,30.6
1717638259033,26.125
1717638259040,46.5
1717638259044,36
1717638259050,37.875
1717638259051,34
1717638259055,32.5
1717638259057,29.2
1717638259061,33.83333333
1717638259062,51
1717638259067,55
1717638259072,35.5
1717638259074,23
1717638259079,37
1717638259083,38.57142857
1717638259084,36
1717638259085,36.66666667
1717638259087,35
1717638259089,36
1717638259093,29
1717638259094,39
1717638259095,39.2
1717638259097,26
1717638259104,30
1717638259111,38
1717638259120,29
1717638259121,38.75
1717638259122,32.18181818
1717638259123,30.33333333
1717638259125,37
1717638259133,23
1717638259136,27.33333333
1717638259149,38.7
1717638259150,34
1717638259151,33
1717638259153,36.33333333
1717638259155,52.4
1717638259156,56.5
1717638259162,51
1717638259163,43.33333333
1717638259164,43
1717638259184,25.64285714
1717638259192,27.25
1717638259201,28
1717638259203,42
1717638259204,53
1717638259206,40
1717638259207,44
1717638259212,34
1717638259213,38
1717638259218,38.5
1717638259221,41
1717638259229,33
1717638259237,25
1717638259245,48
1717638259246,52.36842105
1717638259251,55
1717638259262,53.8
1717638259290,38
1717638259291,37
1717638259292,94
1717638259293,31
1717638259297,27
1717638259299,25
1717638259300,24
1717638259301,26.5
1717638259306,51.16666667
1717638259307,38
1717638259322,40
1717638259324,25.41176471
1717638259328,34.5
1717638259332,29
1717638259338,26
1717638259340,24
1717638259341,23
1717638259343,22
1717638259345,30
1717638259348,36
1717638259351,38.58333333
1717638259360,33.5
1717638259361,29.57142857
1717638259364,23
1717638259365,27
1717638259375,19
1717638259381,17
1717638259383,36.5
1717638259386,41.57142857
1717638259388,38
1717638259392,29.66666667
1717638259393,41
1717638259394,39.16666667
1717638259398,30
1717638259408,28
1717638259409,31
1717638259422,28
1717638259423,25
1717638259428,22
1717638259429,30.5
1717638259434,39.85714286
1717638259435,43
1717638259436,21
1717638259440,27
1717638259447,31
1717638259448,30.92307692
1717638259450,28
1717638259453,31
1717638259456,23
1717638259457,21
1717638259458,36
1717638259461,38
1717638259467,32
1717638259469,26
1717638259471,36
1717638259478,27.4
1717638259479,28
1717638259484,19
1717638259487,25.5
1717638259494,46
1717638259495,28
1717638259497,33.5
1717638259498,36
1717638259499,42.66666667
1717638259503,37
1717638259506,32.33333333
1717638259507,41.71428571
1717638259511,43.33333333
1717638259512,30
1717638259513,42
1717638259523,19
1717638259529,26
1717638259530,25
1717638259532,23
1717638259534,22.5
1717638259540,43.25
1717638259541,43
1717638259542,48.11111111
1717638259554,41.28571429
1717638259555,32.66666667
1717638259556,43
1717638259557,42
1717638259581,19
1717638259585,39
1717638259586,38
1717638259587,37
1717638259599,28
1717638259600,26.3
1717638259623,30.66666667
1717638259624,37
1717638259629,34.83333333
1717638259632,37.5
1717638259641,47
1717638259660,28
1717638259661,29.48
1717638259666,26.5
1717638259673,34
1717638259688,28.57142857
1717638259690,29.88888889
1717638259695,31
1717638259707,34
1717638259708,18
1717638259709,19
1717638259712,36.57142857
1717638259716,38
1717638259720,34.22222222
1717638259725,30
1717638259726,28
1717638259728,28.33333333
1717638259741,29.66666667
1717638259744,20
1717638259745,26
1717638259754,33.21428571
1717638259755,36.66666667
1717638259764,29.25
1717638259771,22.33333333
1717638259773,33
1717638259775,38
1717638259781,24.66666667
1717638259787,20
1717638259788,23.33333333
1717638259789,26.5
1717638259791,30.85714286
1717638259792,35
