Start Time,Average of Latency(ms)
1717638284214,66.04545455
1717638284216,57.5
1717638284217,59.75
1717638284218,61.46153846
1717638284236,61.5
1717638284237,48.83333333
1717638284238,53.8125
1717638284239,50.6
1717638284240,57.2173913
1717638284241,58.33333333
1717638284242,58
1717638284243,56
1717638284244,58.25
1717638284245,56.28571429
1717638284246,58.80434783
1717638284247,61.52631579
1717638284248,69.1
1717638284250,69.63636364
1717638284252,72
1717638284253,71.61904762
1717638284254,71.25
1717638284256,61
1717638284261,58.44444444
1717638284262,70.42857143
1717638284263,63.1875
1717638284264,70.76470588
1717638284271,61
1717638284272,72.9
1717638284273,70.93548387
1717638284274,72.875
1717638284278,67.13333333
1717638284279,69.93103448
1717638284280,61.44444444
1717638284285,70.71875
1717638284286,77.96
1717638284290,75.28571429
1717638284291,74.11111111
1717638284292,74
1717638284293,73
1717638284297,69.94117647
1717638284298,71.31818182
1717638284299,66.6875
1717638284300,70
1717638284302,79.5
1717638284303,68.91666667
1717638284304,74
1717638284305,76.24324324
1717638284306,81.88888889
1717638284307,81
1717638284308,80.6
1717638284313,67.28571429
1717638284316,62.125
1717638284317,68.61111111
1717638284318,55.1875
1717638284319,47.25
1717638284320,70
1717638284324,72
1717638284325,73
1717638284326,85.4
1717638284327,64
1717638284328,63.57142857
1717638284329,66.18181818
1717638284331,67.11111111
1717638284333,57.33333333
1717638284334,70.83333333
1717638284340,62.22222222
1717638284341,63.8
1717638284342,63
1717638284343,62
1717638284344,61.77777778
1717638284345,62.23076923
1717638284346,66.35
1717638284347,68.70833333
1717638284348,48.95238095
1717638284352,41.71428571
1717638284353,62
1717638284355,60
1717638284364,53.33333333
1717638284365,56.33333333
1717638284366,59.29545455
1717638284367,64.13636364
1717638284368,71.76923077
1717638284369,72.22222222
1717638284370,71
1717638284372,71
1717638284373,70.3125
1717638284374,71.75
1717638284376,60
1717638284378,66.27777778
1717638284379,67.5
1717638284385,79
1717638284386,61.125
1717638284387,65.73076923
1717638284388,64.43589744
1717638284389,66.18181818
1717638284390,64.83333333
1717638284391,65.625
1717638284392,65
1717638284393,73.63636364
1717638284398,75.72093023
1717638284399,80.625
1717638284400,77.25
1717638284405,72.53571429
1717638284406,75.5625
1717638284413,70
1717638284414,70.875
1717638284415,76.52380952
1717638284416,78
1717638284419,72.53846154
1717638284423,80.38095238
1717638284424,81
1717638284428,82.45833333
1717638284429,76.625
1717638284432,25
1717638284436,50.11764706
1717638284437,60.5
1717638284439,69.45454545
1717638284440,60.69230769
1717638284441,75.13333333
1717638284443,67.07692308
1717638284444,70.5
1717638284445,72.4
1717638284446,77.65
1717638284449,84
1717638284450,75.36
1717638284451,81.15384615
1717638284452,80.91666667
1717638284454,79.38461538
1717638284455,79
1717638284457,75.61538462
1717638284476,51.375
1717638284477,58.21568627
1717638284478,68.68085106
1717638284479,75.5
1717638284480,67
1717638284483,72.7826087
1717638284484,74.33333333
1717638284488,59
1717638284489,58.5
1717638284490,67.88888889
1717638284491,79.1
1717638284497,62.56521739
1717638284498,62.625
1717638284501,62.33333333
1717638284504,57.38461538
1717638284505,63.97368421
1717638284506,65.75
1717638284508,49
1717638284515,38.33333333
1717638284516,48
1717638284517,52.38297872
1717638284519,61.04166667
1717638284532,56.20689655
1717638284533,63.9047619
1717638284534,73.42105263
1717638284535,73.16129032
1717638284537,73
1717638284538,74.61111111
1717638284539,69.88888889
1717638284540,69.16666667
1717638284541,61
1717638284546,62.28571429
1717638284547,62.68421053
1717638284557,63
1717638284558,62.675
1717638284559,80.92105263
1717638284560,93.52631579
1717638284561,89.66666667
1717638284562,94.20512821
1717638284569,101
1717638284570,95.09090909
1717638284571,90.875
1717638284572,94.54545455
1717638284573,106.6666667
1717638284577,89.46153846
1717638284578,101.8
1717638284582,95.4375
1717638284583,89.3
1717638284584,87.28571429
1717638284595,74
1717638284597,76.64
1717638284598,75.41666667
1717638284601,78.5
1717638284602,75.36
1717638284603,79.66666667
1717638284608,74.36842105
1717638284609,79.88
1717638284610,79.86956522
1717638284611,78.14814815
1717638284612,76
1717638284619,72.73333333
1717638284620,75.20833333
1717638284623,97.6875
1717638284624,77.33333333
1717638284629,84
1717638284647,65
1717638284648,61.8
1717638284649,57.5
1717638284650,57.8
1717638284651,62.36842105
1717638284652,60.58333333
1717638284656,54.5
1717638284657,50
1717638284658,41
1717638284659,50
1717638284661,44.42857143
1717638284662,54.14285714
1717638284663,60.84210526
1717638284670,52.65217391
1717638284671,53.08333333
1717638284672,56.875
1717638284673,59.85714286
1717638284674,66.58333333
1717638284675,63.5
1717638284682,59.83870968
1717638284683,56.62857143
1717638284684,60.25
1717638284685,88.42857143
1717638284687,98.75
1717638284688,102.1538462
1717638284689,102
1717638284691,100.1818182
1717638284692,108.4444444
1717638284693,106.375
1717638284694,113.5714286
1717638284699,110.7894737
1717638284701,99.27272727
1717638284702,98.42857143
1717638284712,105.1818182
1717638284713,101.15
1717638284714,100.2631579
1717638284716,93.5
1717638284717,103.3888889
1717638284721,95.68
1717638284722,97.875
1717638284724,105.5333333
1717638284728,90.73333333
1717638284729,91
1717638284736,87.90196078
1717638284737,100.3846154
1717638284738,89.18181818
1717638284739,89.6875
1717638284741,94.65217391
1717638284742,89
1717638284743,88.54545455
1717638284746,88.46153846
1717638284751,90.0625
1717638284783,40.66666667
1717638284786,52.15789474
1717638284787,67.14285714
1717638284788,49.16666667
1717638284790,51
1717638284791,50
1717638284794,47.45
1717638284795,40.2
1717638284796,41
1717638284799,43.66666667
1717638284800,66
1717638284801,81.5
1717638284803,83.17241379
1717638284816,73.91666667
1717638284817,70.63333333
1717638284818,70.79310345
1717638284819,89.09375
1717638284820,91.52941176
1717638284821,94.625
1717638284822,100.6315789
1717638284826,94.5
1717638284827,90.06666667
1717638284828,92.6
1717638284829,100
1717638284830,90.78571429
1717638284831,95
1717638284832,89.28571429
1717638284835,90
1717638284836,91.89473684
1717638284838,90.1
1717638284839,85
1717638284840,86.2
1717638284841,85.64705882
1717638284842,94.8
1717638284846,86.95555556
1717638284847,99.375
1717638284849,82
1717638284880,48.11111111
1717638284884,47
1717638284885,56.51515152
1717638284887,53.58823529
1717638284888,54
1717638284889,55.16666667
1717638284890,53.83333333
1717638284891,59.34782609
1717638284892,61
1717638284895,46.88888889
1717638284896,31
1717638284901,53.875
1717638284902,54
1717638284905,54
1717638284906,56.5625
1717638284919,47.51515152
1717638284920,50.06382979
1717638284921,56.40425532
1717638284922,59.96875
1717638284925,58.35294118
1717638284926,57.89655172
1717638284927,55.8
1717638284928,55.91304348
1717638284929,69.7
1717638284931,68.0625
1717638284932,66
1717638284933,40.66666667
1717638284934,76.71428571
1717638284940,56.85
1717638284941,70.81632653
1717638284942,68.92307692
1717638284944,72.08695652
1717638284945,73.66666667
1717638284946,74
1717638284947,89.2
1717638284948,76.5
1717638284952,71.5
1717638284953,60.41666667
1717638284955,48.57142857
1717638284956,59.1
1717638284960,53.66666667
1717638284961,51.7
1717638284962,59
1717638284963,51
1717638284964,58
1717638284965,55.85714286
1717638284966,58.3125
1717638284968,81
1717638284969,83
1717638284970,91.75
1717638284979,75.66666667
1717638284980,79.47368421
1717638284981,75.92857143
1717638284982,78.17857143
1717638284983,80.48
1717638284984,84.57692308
1717638284985,80
1717638284988,73.14285714
1717638284991,70.5
1717638284992,63.8
1717638284994,69
1717638284997,79.40909091
1717638284999,72.52631579
1717638285000,76.47058824
1717638285001,88
1717638285004,73.75
1717638285005,77.33333333
1717638285013,69.42857143
1717638285014,68.81818182
1717638285015,68.15384615
1717638285016,71.7
1717638285019,65
1717638285020,66.60714286
1717638285021,69.61538462
1717638285022,68.72413793
1717638285023,75.5
1717638285024,75.25
1717638285025,72.33333333
1717638285027,78.42857143
1717638285035,80
1717638285045,35.75
1717638285046,40
1717638285049,43.66666667
1717638285050,45.68181818
1717638285051,37.22222222
1717638285053,45
1717638285054,49.32352941
1717638285055,52.33333333
1717638285056,52.125
1717638285060,56.3
1717638285061,64.84375
1717638285062,64.6
1717638285063,61.33333333
1717638285064,63
1717638285065,63.70833333
1717638285066,80.375
1717638285067,78.7826087
1717638285068,79
1717638285069,78.57142857
1717638285070,70.71428571
1717638285071,81.7
1717638285080,69
1717638285081,63.75862069
1717638285082,68.83870968
1717638285083,64.05
1717638285084,63.27777778
1717638285085,66.125
1717638285086,68.92307692
1717638285088,68.36363636
1717638285089,72.89655172
1717638285090,67.90909091
1717638285091,64.3
1717638285092,70
1717638285093,69.73333333
1717638285097,63.3
1717638285098,59.22222222
1717638285100,70
1717638285101,67.7
1717638285104,67.55555556
1717638285105,52.2
1717638285106,64.23529412
1717638285107,72
1717638285108,66.04347826
1717638285109,67.66666667
1717638285115,61
1717638285125,44.78947368
1717638285126,53.38888889
1717638285127,57.07352941
1717638285128,66
1717638285146,67.23076923
1717638285147,58.05555556
1717638285148,56.85714286
1717638285149,55.57142857
1717638285150,90.07142857
1717638285151,85.66666667
1717638285153,77
1717638285154,76.40740741
1717638285155,73.1
1717638285156,68.33333333
1717638285157,78.16216216
1717638285158,39
1717638285160,78
1717638285162,73.93548387
1717638285166,73.96
1717638285167,72
1717638285169,72.83333333
1717638285170,77.63636364
1717638285171,76.5
1717638285174,72
1717638285175,73.56521739
1717638285176,52.58823529
1717638285181,64.94117647
1717638285182,67
1717638285183,70
1717638285185,71.32432432
1717638285186,79
1717638285188,77
1717638285189,76.23076923
1717638285193,69.59090909
1717638285195,69.33333333
1717638285197,67.82608696
1717638285198,61.5
1717638285200,71.42857143
1717638285201,64.36363636
1717638285204,52.375
1717638285237,42.34146341
1717638285238,50.42372881
1717638285239,57.67692308
1717638285240,68.98571429
1717638285241,72.83333333
1717638285243,76
1717638285246,71.125
1717638285248,70.48148148
1717638285251,75.16666667
1717638285255,64.16666667
1717638285257,69.27027027
1717638285259,69.55555556
1717638285260,32
1717638285264,54.2
1717638285265,63.625
1717638285266,65.78571429
1717638285267,75.22222222
1717638285268,74.14285714
1717638285269,63.33333333
1717638285270,50.5
1717638285273,70.3030303
1717638285274,71.33333333
1717638285275,60.28571429
1717638285277,66.14285714
1717638285283,54.2
1717638285284,62.15789474
1717638285285,67.22727273
1717638285286,74.08333333
1717638285292,53.41176471
1717638285294,59
1717638285295,59.29166667
1717638285296,53.83333333
1717638285300,55.94117647
1717638285301,63
1717638285302,62.33333333
1717638285303,65.05882353
1717638285304,65.86363636
1717638285309,58.21428571
1717638285314,64.75
1717638285315,68.4375
1717638285318,64.40909091
1717638285319,61.05882353
1717638285320,67.33333333
1717638285321,63.88
1717638285322,62
1717638285325,79.85714286
1717638285326,63.79545455
1717638285327,61.72727273
1717638285340,63
1717638285341,51.05405405
1717638285342,56.17142857
1717638285343,55.05
1717638285345,60.375
1717638285346,67.33333333
1717638285348,59.84615385
1717638285349,65.58333333
1717638285350,65.33333333
1717638285353,65.05263158
1717638285354,69.6
1717638285363,62.73333333
1717638285364,60.92307692
1717638285365,79.18181818
1717638285371,53.69230769
1717638285372,51.25
1717638285373,49.85714286
1717638285374,45.6
1717638285375,77.28571429
1717638285376,71.4
1717638285378,67.5
1717638285380,76.96
1717638285381,73.25
1717638285383,68.76923077
1717638285384,67.625
1717638285387,76.58823529
1717638285388,70.81818182
1717638285389,64.86666667
1717638285391,65.47058824
1717638285392,69.70588235
1717638285396,66.56521739
1717638285397,70
1717638285398,68.16666667
1717638285399,70
1717638285400,70.64
1717638285402,71.14285714
1717638285403,67.85714286
1717638285408,72.13636364
1717638285409,83.33333333
1717638285412,74
1717638285414,80.92307692
1717638285416,72.45454545
1717638285418,82.11111111
1717638285423,75.25
1717638285424,69.64285714
1717638285427,73.4
1717638285428,72
1717638285432,66.33333333
1717638285433,75
1717638285434,49.66666667
1717638285437,31.57142857
1717638285439,30.5
1717638285445,68
1717638285446,73.5
1717638285447,73.35
1717638285448,81.4
1717638285452,78.61111111
1717638285453,59.16666667
1717638285454,61.5
1717638285455,68.7
1717638285456,65.66666667
1717638285457,62.42105263
1717638285458,64.57142857
1717638285459,59.07692308
1717638285466,70.79166667
1717638285467,65.15789474
1717638285468,63.37931034
1717638285469,61.95
1717638285470,64.4
1717638285472,61.23809524
1717638285473,63
1717638285475,72.5
1717638285477,49.5
1717638285478,70.5
1717638285485,77.69230769
1717638285486,63.72222222
1717638285487,70.30769231
1717638285490,64
1717638285491,69.75
1717638285492,58.52941176
1717638285493,58.78571429
1717638285494,61.77777778
1717638285495,43.75
1717638285500,51
1717638285501,61.20833333
1717638285502,63
1717638285518,59.76923077
1717638285519,60.2
1717638285520,66.4
1717638285521,71.06451613
1717638285522,69.05882353
1717638285524,78.8
1717638285525,61
1717638285530,58.84210526
1717638285531,62.23809524
1717638285532,79.83333333
1717638285533,67.5
1717638285535,70.83333333
1717638285538,76.27777778
1717638285539,75.625
1717638285540,67.05882353
1717638285543,73.625
1717638285544,61.71428571
1717638285545,64.21428571
1717638285546,72.31818182
1717638285548,80.18181818
1717638285549,55.05263158
1717638285550,69.8
1717638285552,86.57142857
1717638285555,65.875
1717638285556,81.77777778
1717638285561,66
1717638285562,69.59090909
1717638285563,78.34615385
1717638285565,66.79166667
1717638285566,55.5
1717638285569,46.33333333
1717638285570,61.8
1717638285571,70.66666667
1717638285573,82
1717638285574,74.71428571
1717638285575,73.6
1717638285576,59
1717638285578,69.09090909
1717638285581,74.66666667
1717638285583,33.5
1717638285589,67.33333333
1717638285590,74.08333333
1717638285592,70
1717638285593,69.75
1717638285594,63.57142857
1717638285596,66.81818182
1717638285597,67
1717638285598,64
1717638285600,62.33333333
1717638285601,65.70833333
1717638285612,54.77777778
1717638285613,49.42105263
1717638285614,55
1717638285615,64.21052632
1717638285616,89.75
1717638285617,94.27027027
1717638285619,97.57142857
1717638285620,96.88888889
1717638285621,96.5
1717638285622,106
1717638285623,99.63636364
1717638285624,131.3333333
1717638285626,100.6666667
1717638285627,94.11111111
1717638285631,197
1717638285633,95.875
1717638285634,82.30769231
1717638285635,95.15384615
1717638285636,102.2222222
1717638285638,92.45454545
1717638285639,95.9
1717638285641,128.5
1717638285646,147
1717638285647,86.72727273
1717638285648,85.625
1717638285649,76.5
1717638285650,77.11764706
1717638285651,68.5
1717638285652,75.72727273
1717638285654,73.2
1717638285655,70
1717638285657,81.72727273
1717638285658,75.75
1717638285661,96
1717638285662,76.6
1717638285663,85.24137931
1717638285664,75.66666667
1717638285665,99.8
1717638285666,76
1717638285667,112.8
1717638285668,84.41666667
1717638285669,80.2
1717638285670,80
1717638285674,83.44444444
1717638285675,86.2
1717638285703,39.2
1717638285704,50.77272727
1717638285705,73.5862069
1717638285707,69
1717638285708,69
1717638285711,73.36842105
1717638285713,78
1717638285714,74
1717638285715,72
1717638285717,66.17647059
1717638285718,65.7
1717638285721,75.77777778
1717638285722,70.05263158
1717638285723,60.72727273
1717638285724,60.75
1717638285725,61
1717638285726,60
1717638285727,78.9
1717638285728,77.65
1717638285729,67
1717638285730,69.23076923
1717638285737,72.89473684
1717638285738,64.65517241
1717638285739,68.5
1717638285740,78.1
1717638285743,58.15789474
1717638285744,70.66666667
1717638285749,59.75
1717638285750,64.65217391
1717638285751,75
1717638285752,81.25
1717638285753,89.85714286
1717638285754,91.33333333
1717638285755,94
1717638285761,86.33333333
1717638285762,87
1717638285775,26.25
1717638285776,40.8
1717638285777,41.65
1717638285778,69.28
1717638285779,58.8125
1717638285780,61
1717638285782,54.41666667
1717638285783,76.6
1717638285784,60.5
1717638285786,70.47058824
1717638285787,56.96428571
1717638285796,57.0625
1717638285797,74.14285714
1717638285798,62.94444444
1717638285799,69.51724138
1717638285800,64.2
1717638285801,44.83333333
1717638285802,63.325
1717638285803,58.75
1717638285807,76
1717638285808,73.9
1717638285810,70.8
1717638285813,76.35714286
1717638285816,62
1717638285817,70
1717638285818,81.14285714
1717638285820,54.5
1717638285822,80
1717638285823,44.66666667
1717638285824,63.71428571
1717638285827,90.5
1717638285828,67.4
1717638285829,37.42857143
1717638285830,66
1717638285831,57.18181818
1717638285832,66.5
1717638285837,51
1717638285838,80.14285714
1717638285839,64.35714286
1717638285840,67.31578947
1717638285842,59
1717638285843,71.47058824
1717638285844,71.55263158
1717638285845,65.70588235
1717638285846,66.6
1717638285848,65.89473684
1717638285849,69.44444444
1717638285850,50.47619048
1717638285852,80.61538462
1717638285853,80.75
1717638285854,67
1717638285856,77.375
1717638285857,58.6
1717638285858,60
1717638285860,61
1717638285861,67.76923077
1717638285866,68.05882353
1717638285867,76.25
1717638285871,65
1717638285874,67.09090909
1717638285876,54.26666667
1717638285877,49.8
1717638285878,52
1717638285879,70.75
1717638285883,57
1717638285884,60.36363636
1717638285885,59
1717638285886,82.66666667
1717638285887,63.42857143
1717638285888,77
1717638285890,74.8
1717638285891,82
1717638285892,80
1717638285899,73.4
1717638285900,64.29166667
1717638285901,67.52
1717638285902,77.16666667
1717638285903,58.84615385
1717638285904,58.58333333
1717638285905,54.4
1717638285908,56
1717638285909,54.74193548
1717638285910,37
1717638285916,45.33333333
1717638285917,69.125
1717638285918,58.33333333
1717638285920,65.66666667
1717638285921,55
1717638285924,54.2
1717638285925,65.18181818
1717638285926,57.33333333
1717638285928,55.86666667
1717638285931,99.89285714
1717638285932,61.57142857
1717638285935,69.09090909
1717638285939,72.9
1717638285941,54.28571429
1717638285942,88.5
1717638285943,70.11111111
1717638285944,120.75
1717638285945,61.1
1717638285947,40.55555556
1717638285953,40.5
1717638285954,56.06666667
1717638285955,65.85
1717638285956,40.25
1717638285957,49.85714286
1717638285961,44.71428571
1717638285962,61.34883721
1717638285963,71.16
1717638285964,52.31578947
1717638285967,49
1717638285968,91.66666667
1717638285971,121
1717638285972,89.23529412
1717638285973,60.35294118
1717638285974,52.57142857
1717638285976,92
1717638285977,93.8125
1717638285978,101.9310345
1717638285979,117.5
1717638285981,98.4
1717638285982,108
1717638285983,88.5
1717638285984,93.38461538
1717638285986,193
1717638285987,206.6666667
1717638285989,88.5
1717638285990,83.11111111
1717638285993,152
1717638285994,143.4130435
1717638285995,92.66666667
1717638285997,95.8
1717638285998,347.9473684
1717638285999,682
1717638286001,203.6111111
1717638286002,200.8571429
1717638286004,211.3529412
1717638286005,100.5
1717638286006,96.42857143
1717638286007,107.5714286
1717638286014,85
1717638286015,97.33333333
1717638286016,98.27777778
1717638286017,251.6666667
1717638286019,88.33333333
1717638286024,109.1111111
1717638286027,97.25
1717638286034,107.4285714
1717638286035,110
1717638286036,114.3333333
1717638286037,115.5
1717638286038,117.7777778
1717638286039,130.8333333
1717638286048,118
1717638286054,106.5714286
1717638286062,29.66666667
1717638286063,28
1717638286068,33.5
1717638286069,34.63636364
1717638286070,80.30434783
1717638286071,56.33333333
1717638286072,103.0833333
1717638286073,55.79166667
1717638286075,40
1717638286076,90.33333333
1717638286081,492.625
1717638286082,72.44444444
1717638286083,45.55555556
1717638286084,714.5
1717638286086,55
1717638286087,50.16666667
1717638286089,62.33333333
1717638286090,170.5652174
1717638286091,29.38461538
1717638286093,38
1717638286095,36
1717638286096,122.9411765
1717638286097,128.4285714
1717638286098,106.4
1717638286099,167
1717638286104,86.66666667
1717638286105,91.38888889
1717638286106,141.4375
1717638286107,77.41176471
1717638286108,196.8571429
1717638286109,314.5
1717638286110,40.375
1717638286114,47.28571429
1717638286115,97.04545455
1717638286116,41
1717638286117,137.0588235
1717638286119,43
1717638286120,134.5294118
1717638286121,110.3684211
1717638286122,110.4444444
1717638286123,34.14285714
1717638286126,105
1717638286127,277.4666667
1717638286129,28.5
1717638286130,181.2727273
1717638286131,85.15384615
1717638286133,161.5833333
1717638286134,105
1717638286135,368.5714286
1717638286137,134.125
1717638286138,87.96296296
1717638286139,178.1111111
1717638286144,173.125
1717638286145,166.1428571
1717638286146,275
1717638286152,171.0909091
1717638286153,150.1333333
1717638286154,56
1717638286161,116.0909091
1717638286162,155.4642857
1717638286163,151.2727273
1717638286164,244.125
1717638286165,62
1717638286166,145.7619048
1717638286168,256
1717638286169,250.4615385
1717638286173,272.3571429
1717638286174,301.6666667
1717638286177,316.1111111
1717638286178,603
1717638286180,320
1717638286181,170.5
1717638286182,150.4736842
1717638286183,575
1717638286186,553.25
1717638286188,583.6666667
1717638286190,592
1717638286195,469.7142857
1717638286210,28
1717638286212,33.14285714
1717638286213,36
1717638286221,84.5
1717638286223,32.33333333
1717638286224,32.25
1717638286225,32
1717638286226,31.85714286
1717638286227,229.625
1717638286229,24
1717638286230,116.0666667
1717638286231,88.6875
1717638286234,26
1717638286237,26
1717638286238,45
1717638286241,19
1717638286242,24.5
1717638286243,25.71428571
1717638286244,66.07142857
1717638286248,33.33333333
1717638286249,29.78571429
1717638286250,47.41176471
1717638286253,73.38461538
1717638286255,55
1717638286256,94.13333333
1717638286257,111.6
1717638286260,113.1333333
1717638286263,44.42857143
1717638286264,51
1717638286266,129.125
1717638286267,50.55555556
1717638286270,40.5
1717638286271,125.75
1717638286272,49
1717638286273,202.5
1717638286279,40
1717638286280,40.55555556
1717638286281,71.28571429
1717638286282,40
1717638286304,29.8
1717638286305,107.6
1717638286314,162.3333333
1717638286315,73.92857143
1717638286316,93.45454545
1717638286317,62.5
1717638286318,164.6666667
1717638286320,91.42105263
1717638286321,61.86666667
1717638286322,258.1923077
1717638286323,595.8
1717638286329,38
1717638286335,32
1717638286337,161
1717638286338,31
1717638286339,30
1717638286345,30.2
1717638286349,141
1717638286350,48.07692308
1717638286351,73
1717638286367,69.7
1717638286368,77.5
1717638286369,55.64
1717638286370,125.7
1717638286377,28
1717638286378,63.42857143
1717638286379,58.5
1717638286388,60
1717638286397,70.4
1717638286398,53.55555556
1717638286399,66.83333333
1717638286400,87.08333333
1717638286401,96
1717638286402,71.4
1717638286403,64.4
1717638286404,51.375
1717638286405,39.6
1717638286407,49
1717638286421,120.7142857
1717638286422,638.5714286
1717638286423,632.0909091
1717638286424,534.8571429
1717638286427,612.2
1717638286429,158
1717638286432,120.25
1717638286433,124.2222222
1717638286436,229.75
1717638286437,108.5
1717638286438,238.3333333
1717638286439,181.2857143
1717638286442,369
1717638286443,527.6666667
1717638286444,149.8571429
1717638286445,102
1717638286446,101.25
1717638286447,248
1717638286451,97.66666667
1717638286452,124.9375
1717638286453,118.8888889
1717638286456,109.75
1717638286457,104.6666667
1717638286458,99.33333333
1717638286459,236
1717638286468,123
1717638286469,134
1717638286471,139
1717638286472,127.5
1717638286474,136
1717638286476,142.4
1717638286477,103.8
1717638286502,46
1717638286506,41
1717638286511,75.33333333
1717638286512,46.5
1717638286523,68.125
1717638286545,49.6
1717638286546,38.8
1717638286547,55.72727273
1717638286548,70.75
1717638286549,93.61538462
1717638286550,50.7
1717638286551,70.88888889
1717638286552,92.8
1717638286553,59
1717638286554,87.45
1717638286556,108
1717638286557,53
1717638286559,108
1717638286561,98.25
1717638286563,108
1717638286564,83.33333333
1717638286565,111.2222222
1717638286568,101.4285714
1717638286570,21
1717638286571,73.66666667
1717638286576,93.33333333
1717638286577,78
1717638286578,63
1717638286580,67.57142857
1717638286582,59
1717638286584,94.11764706
1717638286585,76
1717638286590,62.5
1717638286591,87.42857143
1717638286597,72.6
1717638286598,55.75
1717638286600,39.66666667
1717638286602,59.33333333
1717638286607,43.5
1717638286608,114
1717638286609,62.625
1717638286610,80.125
1717638286614,111
1717638286615,113
1717638286616,86
1717638286621,94.25
1717638286622,54.08333333
1717638286623,54.33333333
1717638286628,123.7777778
1717638286629,120
1717638286631,43.57142857
1717638286634,61.66666667
1717638286636,73.5
1717638286638,66.2
1717638286641,56.75
1717638286642,29
1717638286643,37.33333333
1717638286644,50
1717638286648,71.8
1717638286651,103.2857143
1717638286657,55.66666667
1717638286658,32.25
1717638286659,30
1717638286660,48.22222222
1717638286661,39.82352941
1717638286663,31.5
1717638286664,90.08333333
1717638286667,62.91666667
1717638286669,71.5
1717638286670,98
1717638286672,74.875
1717638286673,79.71428571
1717638286674,53
1717638286677,95.33333333
1717638286678,79
1717638286679,79.25
1717638286680,37
1717638286681,53.53846154
1717638286684,89
1717638286685,96.8
1717638286688,71.66666667
1717638286689,78.68421053
1717638286694,72.25
1717638286695,73.82352941
1717638286696,208
1717638286698,231
1717638286699,59.66666667
1717638286700,23
1717638286702,151.8571429
1717638286703,89.5
1717638286704,66
1717638286705,88
1717638286706,100.25
1717638286720,167.0555556
1717638286721,101.25
1717638286722,72.625
1717638286723,72.66666667
1717638286724,136.8
1717638286727,85.45454545
1717638286728,78.88888889
1717638286729,58.16666667
1717638286734,76.33333333
1717638286745,88.66666667
1717638286746,89.41666667
1717638286747,86.72727273
1717638286748,106.2
1717638286749,110.6666667
1717638286754,101.4444444
1717638286755,105
1717638286759,115
1717638286760,113.5
1717638286763,107.0714286
1717638286764,110
1717638286765,327.1666667
1717638286766,358.6666667
1717638286769,81.14285714
1717638286770,61.46153846
1717638286772,229.8
1717638286773,28
1717638286777,50
1717638286778,55.30769231
1717638286781,70.71428571
1717638286784,90.44444444
1717638286785,67.92857143
1717638286786,47.5
1717638286787,41
1717638286789,21
1717638286790,35
1717638286791,24.44444444
1717638286792,47.33333333
1717638286795,67
1717638286796,61.21052632
1717638286797,77
1717638286800,43.2
1717638286801,53.82352941
1717638286802,63.33333333
1717638286803,86.6
1717638286804,84.25
1717638286807,90.66666667
1717638286808,89
1717638286809,90.66666667
1717638286810,76.66666667
1717638286811,62.70588235
1717638286812,90.6
1717638286821,50.90909091
1717638286822,106.2380952
1717638286826,88.54545455
1717638286829,63.66666667
1717638286830,66
1717638286832,76.5
1717638286834,52.25
1717638286835,65.92857143
1717638286843,102
1717638286844,56.75
1717638286846,22.375
1717638286847,54
1717638286849,87
1717638286850,106.9090909
1717638286851,89.33333333
1717638286852,118
1717638286855,113.5
1717638286856,94.47058824
1717638286859,51
1717638286860,85.70833333
1717638286861,86.2
1717638286862,97.57142857
1717638286864,75.75
1717638286871,67.4
1717638286872,82.64285714
1717638286873,87.94444444
1717638286874,99.86956522
1717638286876,92
1717638286877,96
1717638286878,89.77777778
1717638286880,97.6
1717638286881,103
1717638286883,101.6
1717638286886,97.125
1717638286889,98
1717638286890,94.2
1717638286895,92
1717638286896,86.5
1717638286897,93
1717638286898,102.25
1717638286904,101.5
1717638286905,107
1717638286908,73.75
1717638286909,82.2
1717638286910,46.16666667
1717638286911,89.53333333
1717638286913,56
1717638286923,26.33333333
1717638286924,80.625
1717638286925,25
1717638286926,108
1717638286927,66
1717638286929,65
1717638286930,57
1717638286931,103.5
1717638286932,84.66666667
1717638286933,113.375
1717638286938,104.2
1717638286939,108.5294118
1717638286940,136
1717638286941,135
1717638286943,133
1717638286944,131
1717638286945,74.9375
1717638286946,50.14285714
1717638286948,75.44444444
1717638286949,51
1717638286950,53.2
1717638286952,56.5
1717638286953,87.5
1717638286967,81.2
1717638286968,35.8
1717638286969,58
1717638286970,84.5
1717638286971,99.5
1717638286972,96
1717638286976,115.25
1717638286977,110.5238095
1717638286978,102
1717638286979,118.2
1717638286984,83.42105263
1717638286987,82.85714286
1717638286989,118.625
1717638286993,98.5
1717638286994,47.07692308
1717638286996,19.875
1717638286997,31
1717638286998,76.5
1717638287000,73.5
1717638287001,73.75
1717638287003,87
1717638287004,79.83333333
1717638287005,70.5
1717638287006,84.90909091
1717638287007,69.33333333
1717638287010,80
1717638287011,74.33333333
1717638287012,92.66666667
1717638287013,68.44444444
1717638287015,65.53333333
1717638287016,60.33333333
1717638287017,64
1717638287018,98.5
1717638287026,71.66666667
1717638287027,72
1717638287074,58.07692308
1717638287075,58.79775281
1717638287076,55.14117647
1717638287077,56.4137931
1717638287078,51
1717638287079,57
1717638287080,80.22222222
1717638287081,82.5
1717638287083,73
1717638287093,73.6
1717638287094,64.41176471
1717638287095,47.90909091
1717638287096,72.91666667
1717638287102,82.375
1717638287103,67.78571429
1717638287104,25
